Month,Year,Full-time,Part-time,Grand Total,Quarter,AirlineID
1,1990,4993,714,5707,1,AS
2,1990,5010,751,5761,1,AS
3,1990,5066,760,5826,1,AS
4,1990,5110,802,5912,2,AS
5,1990,5277,779,6056,2,AS
6,1990,5512,782,6294,2,AS
7,1990,5522,780,6302,3,AS
8,1990,5532,779,6311,3,AS
9,1990,5277,856,6133,3,AS
10,1990,5348,853,6201,4,AS
11,1990,5276,820,6096,4,AS
12,1990,5308,818,6126,4,AS
1,1991,5230,793,6023,1,AS
2,1991,5271,786,6057,1,AS
3,1991,5311,780,6091,1,AS
4,1991,5366,795,6161,2,AS
5,1991,5565,821,6386,2,AS
6,1991,5806,838,6644,2,AS
7,1991,5910,797,6707,3,AS
8,1991,5895,822,6717,3,AS
9,1991,5767,795,6562,3,AS
10,1991,5753,820,6573,4,AS
11,1991,5723,823,6546,4,AS
12,1991,5775,828,6603,4,AS
1,1992,5697,821,6518,1,AS
2,1992,5710,822,6532,1,AS
3,1992,5710,860,6570,1,AS
4,1992,5830,890,6720,2,AS
5,1992,6073,879,6952,2,AS
6,1992,6207,946,7153,2,AS
7,1992,6249,924,7173,3,AS
8,1992,6177,930,7107,3,AS
9,1992,6051,877,6928,3,AS
10,1992,5993,884,6877,4,AS
11,1992,5854,879,6733,4,AS
12,1992,5729,882,6611,4,AS
1,1993,5729,882,6611,1,AS
2,1993,5417,886,6303,1,AS
3,1993,5534,847,6381,1,AS
4,1993,5470,859,6329,2,AS
5,1993,5757,923,6680,2,AS
6,1993,5966,869,6835,2,AS
7,1993,6009,871,6880,3,AS
8,1993,5868,862,6730,3,AS
9,1993,5688,812,6500,3,AS
10,1993,5407,790,6197,4,AS
11,1993,5410,819,6229,4,AS
12,1993,5424,806,6230,4,AS
1,1994,5444,804,6248,1,AS
2,1994,5577,730,6307,1,AS
3,1994,5624,744,6368,1,AS
4,1994,5671,752,6423,2,AS
5,1994,5897,841,6738,2,AS
6,1994,6077,875,6952,2,AS
7,1994,6131,888,7019,3,AS
8,1994,6162,839,7001,3,AS
9,1994,6041,830,6871,3,AS
10,1994,6076,841,6917,4,AS
11,1994,6074,843,6917,4,AS
12,1994,6077,847,6924,4,AS
1,1995,6072,831,6903,1,AS
2,1995,6091,809,6900,1,AS
3,1995,6091,868,6959,1,AS
4,1995,6075,851,6926,2,AS
5,1995,6300,927,7227,2,AS
6,1995,6358,1023,7381,2,AS
7,1995,6406,1044,7450,3,AS
8,1995,6407,993,7400,3,AS
9,1995,6403,972,7375,3,AS
10,1995,6415,946,7361,4,AS
11,1995,6475,930,7405,4,AS
12,1995,6515,953,7468,4,AS
1,1996,6524,971,7495,1,AS
2,1996,6630,908,7538,1,AS
3,1996,6695,894,7589,1,AS
4,1996,6685,949,7634,2,AS
5,1996,6837,979,7816,2,AS
6,1996,7081,1053,8134,2,AS
7,1996,7141,1051,8192,3,AS
8,1996,7153,1035,8188,3,AS
9,1996,7050,1043,8093,3,AS
10,1996,7076,1045,8121,4,AS
11,1996,7145,1059,8204,4,AS
12,1996,7219,1098,8317,4,AS
1,1997,7206,1061,8267,1,AS
2,1997,7253,1082,8335,1,AS
3,1997,7284,1088,8372,1,AS
4,1997,7314,1151,8465,2,AS
5,1997,7435,1194,8629,2,AS
6,1997,7435,1194,8629,2,AS
7,1997,7675,1231,8906,3,AS
8,1997,7637,1207,8844,3,AS
9,1997,7599,1195,8794,3,AS
10,1997,7496,1163,8659,4,AS
11,1997,7477,1188,8665,4,AS
12,1997,7426,1157,8583,4,AS
1,1998,7439,1176,8615,1,AS
2,1998,7548,1189,8737,1,AS
3,1998,7637,1188,8825,1,AS
4,1998,7698,1214,8912,2,AS
5,1998,7884,1284,9168,2,AS
6,1998,7997,1326,9323,2,AS
7,1998,8024,1373,9397,3,AS
8,1998,8018,1370,9388,3,AS
9,1998,7899,1377,9276,3,AS
10,1998,7911,1358,9269,4,AS
11,1998,7927,1345,9272,4,AS
12,1998,7946,1357,9303,4,AS
1,1999,7916,1326,9242,1,AS
2,1999,8027,1315,9342,1,AS
3,1999,8142,1301,9443,1,AS
4,1999,8283,1306,9589,2,AS
5,1999,8346,1308,9654,2,AS
6,1999,8441,1325,9766,2,AS
7,1999,8515,1299,9814,3,AS
8,1999,8519,1297,9816,3,AS
9,1999,8413,1308,9721,3,AS
10,1999,8354,1286,9640,4,AS
11,1999,8400,1258,9658,4,AS
12,1999,8387,1270,9657,4,AS
1,2000,8360,1241,9601,1,AS
2,2000,8372,1239,9611,1,AS
3,2000,8395,1218,9613,1,AS
4,2000,8460,1197,9657,2,AS
5,2000,8582,1185,9767,2,AS
6,2000,8704,1204,9908,2,AS
7,2000,8726,1178,9904,3,AS
8,2000,8821,1170,9991,3,AS
9,2000,8726,1178,9904,3,AS
10,2000,8917,1204,10121,4,AS
11,2000,9066,1214,10280,4,AS
12,2000,9112,1221,10333,4,AS
1,2001,9172,1203,10375,1,AS
2,2001,9317,1253,10570,1,AS
3,2001,9450,1227,10677,1,AS
4,2001,9494,1245,10739,2,AS
5,2001,9623,1308,10931,2,AS
6,2001,9680,1286,10966,2,AS
7,2001,9670,1309,10979,3,AS
8,2001,9620,1313,10933,3,AS
9,2001,9487,1339,10826,3,AS
10,2001,9408,1319,10727,4,AS
11,2001,9195,1362,10557,4,AS
12,2001,9179,1336,10515,4,AS
1,2002,9141,1323,10464,1,AS
2,2002,9161,1326,10487,1,AS
3,2002,9204,1336,10540,1,AS
4,2002,9359,1331,10690,2,AS
5,2002,9564,1309,10873,2,AS
6,2002,9621,1338,10959,2,AS
7,2002,9635,1354,10989,3,AS
8,2002,9659,1332,10991,3,AS
9,2002,9612,1341,10953,3,AS
10,2002,9508,1307,10815,4,AS
11,2002,9545,1307,10852,4,AS
12,2002,9521,1302,10823,4,AS
1,2003,9539,1265,10804,1,AS
2,2003,9496,1290,10786,1,AS
3,2003,9479,1291,10770,1,AS
4,2003,9477,1281,10758,2,AS
5,2003,9530,1313,10843,2,AS
6,2003,9589,1252,10841,2,AS
7,2003,9562,1236,10798,3,AS
8,2003,9499,1220,10719,3,AS
9,2003,9405,1245,10650,3,AS
10,2003,9329,1228,10557,4,AS
11,2003,9339,1225,10564,4,AS
12,2003,9315,1218,10533,4,AS
1,2004,9286,1222,10508,1,AS
2,2004,9333,1231,10564,1,AS
3,2004,9241,1198,10439,1,AS
4,2004,9379,1237,10616,2,AS
5,2004,9529,1257,10786,2,AS
6,2004,9580,1235,10815,2,AS
7,2004,9643,1213,10856,3,AS
8,2004,9590,1184,10774,3,AS
9,2004,9216,1185,10401,3,AS
10,2004,9107,1141,10248,4,AS
11,2004,8827,1102,9929,4,AS
12,2004,8747,1110,9857,4,AS
1,2005,8626,1105,9731,1,AS
2,2005,8633,1112,9745,1,AS
3,2005,8653,1106,9759,1,AS
4,2005,8653,1148,9801,2,AS
5,2005,8387,1034,9421,2,AS
6,2005,8356,1027,9383,2,AS
7,2005,8491,995,9486,3,AS
8,2005,8490,996,9486,3,AS
9,2005,8514,1008,9522,3,AS
10,2005,8509,1014,9523,4,AS
11,2005,8497,1000,9497,4,AS
12,2005,8464,996,9460,4,AS
1,2006,8501,1027,9528,1,AS
2,2006,8490,1059,9549,1,AS
3,2006,8614,1058,9672,1,AS
4,2006,8695,1052,9747,2,AS
5,2006,8778,1056,9834,2,AS
6,2006,8931,1054,9985,2,AS
7,2006,8885,1114,9999,3,AS
8,2006,8953,1105,10058,3,AS
9,2006,8865,1114,9979,3,AS
10,2006,8841,1133,9974,4,AS
11,2006,8864,1096,9960,4,AS
12,2006,8882,1084,9966,4,AS
1,2007,8803,1079,9882,1,AS
2,2007,8818,1054,9872,1,AS
3,2007,8959,1042,10001,1,AS
4,2007,8937,1054,9991,2,AS
5,2007,9012,1050,10062,2,AS
6,2007,9082,1028,10110,2,AS
7,2007,9319,995,10314,3,AS
8,2007,9326,995,10321,3,AS
9,2007,9205,1071,10276,3,AS
10,2007,9288,1078,10366,4,AS
11,2007,9306,1098,10404,4,AS
12,2007,9302,1122,10424,4,AS
1,2008,9305,1120,10425,1,AS
2,2008,9368,1142,10510,1,AS
3,2008,9437,1158,10595,1,AS
4,2008,9481,1156,10637,2,AS
5,2008,9518,1152,10670,2,AS
6,2008,9557,1134,10691,2,AS
7,2008,9510,1125,10635,3,AS
8,2008,9440,1137,10577,3,AS
9,2008,9197,1227,10424,3,AS
10,2008,9213,1274,10487,4,AS
11,2008,8986,1283,10269,4,AS
12,2008,8937,1258,10195,4,AS
1,2009,8892,1220,10112,1,AS
2,2009,8893,1197,10090,1,AS
3,2009,8843,1202,10045,1,AS
4,2009,8877,1190,10067,2,AS
5,2009,8875,1185,10060,2,AS
6,2009,8946,1149,10095,2,AS
7,2009,8885,1168,10053,3,AS
8,2009,8798,1187,9985,3,AS
9,2009,8690,1275,9965,3,AS
10,2009,8637,1306,9943,4,AS
11,2009,8625,1293,9918,4,AS
12,2009,8620,1290,9910,4,AS
1,2010,8598,1288,9886,1,AS
2,2010,8591,1273,9864,1,AS
3,2010,8560,1276,9836,1,AS
4,2010,8535,1285,9820,2,AS
5,2010,8535,1283,9818,2,AS
6,2010,8583,1216,9799,2,AS
7,2010,8561,1198,9759,3,AS
8,2010,8511,1216,9727,3,AS
9,2010,8432,1248,9680,3,AS
10,2010,8321,1273,9594,4,AS
11,2010,8337,1278,9615,4,AS
12,2010,8321,1266,9587,4,AS
1,2011,8321,1265,9586,1,AS
2,2011,8269,1263,9532,1,AS
3,2011,8251,1275,9526,1,AS
4,2011,8277,1244,9521,2,AS
5,2011,8346,1238,9584,2,AS
6,2011,8450,1186,9636,2,AS
7,2011,8433,1173,9606,3,AS
8,2011,8342,1231,9573,3,AS
9,2011,8298,1258,9556,3,AS
10,2011,8283,1260,9543,4,AS
11,2011,8315,1258,9573,4,AS
12,2011,8340,1259,9599,4,AS
1,2012,8335,1259,9594,1,AS
2,2012,8379,1256,9635,1,AS
3,2012,8406,1249,9655,1,AS
4,2012,8406,1249,9655,2,AS
5,2012,8546,1246,9792,2,AS
6,2012,8607,1230,9837,2,AS
7,2012,8601,1224,9825,3,AS
8,2012,8629,1221,9850,3,AS
9,2012,8537,1337,9874,3,AS
10,2012,8533,1344,9877,4,AS
11,2012,8540,1336,9876,4,AS
12,2012,8607,1323,9930,4,AS
1,2013,8578,1344,9922,1,AS
2,2013,8648,1320,9968,1,AS
3,2013,8723,1311,10034,1,AS
4,2013,8760,1359,10119,2,AS
5,2013,8864,1356,10220,2,AS
6,2013,8885,1358,10243,2,AS
7,2013,8884,1365,10249,3,AS
8,2013,8860,1330,10190,3,AS
9,2013,8800,1359,10159,3,AS
10,2013,8815,1360,10175,4,AS
11,2013,8817,1363,10180,4,AS
12,2013,8828,1362,10190,4,AS
1,2014,8843,1349,10192,1,AS
2,2014,8893,1331,10224,1,AS
3,2014,8971,1315,10286,1,AS
4,2014,9123,1303,10426,2,AS
5,2014,9172,1305,10477,2,AS
6,2014,9255,1303,10558,2,AS
7,2014,9332,1313,10645,3,AS
8,2014,9319,1293,10612,3,AS
9,2014,9310,1291,10601,3,AS
10,2014,9432,1315,10747,4,AS
11,2014,9476,1311,10787,4,AS
12,2014,9548,1308,10856,4,AS
1,2015,9555,1294,10849,1,AS
2,2015,9693,1294,10987,1,AS
3,2015,9826,1305,11131,1,AS
4,2015,9929,1315,11244,2,AS
5,2015,10086,1318,11404,2,AS
6,2015,10225,1321,11546,2,AS
7,2015,10209,1324,11533,3,AS
8,2015,10265,1319,11584,3,AS
9,2015,10264,1351,11615,3,AS
10,2015,10266,1366,11632,4,AS
11,2015,10248,1375,11623,4,AS
12,2015,10237,1368,11605,4,AS
1,2016,10264,1383,11647,1,AS
2,2016,10279,1408,11687,1,AS
3,2016,10309,1395,11704,1,AS
4,2016,10358,1376,11734,2,AS
5,2016,10471,1376,11847,2,AS
6,2016,10570,1376,11946,2,AS
7,2016,10569,1368,11937,3,AS
8,2016,10612,1358,11970,3,AS
9,2016,10634,1386,12020,3,AS
10,2016,10747,1403,12150,4,AS
11,2016,10852,1389,12241,4,AS
12,2016,10837,1380,12217,4,AS
1,2017,10914,1400,12314,1,AS
2,2017,11090,1389,12479,1,AS
3,2017,11271,1400,12671,1,AS
4,2017,11474,1404,12878,2,AS
5,2017,11546,1399,12945,2,AS
6,2017,11770,1395,13165,2,AS
7,2017,11896,1409,13305,3,AS
8,2017,12067,1388,13455,3,AS
9,2017,12102,1444,13546,3,AS
10,2017,12259,1505,13764,4,AS
11,2017,12309,1510,13819,4,AS
12,2017,12391,1501,13892,4,AS
1,2018,15486,1937,17423,1,AS
2,2018,15596,1909,17505,1,AS
3,2018,15577,1910,17487,1,AS
4,2018,15693,1920,17613,2,AS
5,2018,15798,1868,17666,2,AS
6,2018,15811,1851,17662,2,AS
7,2018,15837,1826,17663,3,AS
8,2018,15768,1815,17583,3,AS
9,2018,15756,1896,17652,3,AS
10,2018,15774,1890,17664,4,AS
11,2018,15669,1887,17556,4,AS
12,2018,15669,1887,17556,4,AS
1,2019,15608,1894,17502,1,AS
2,2019,15659,1908,17567,1,AS
3,2019,15731,1859,17590,1,AS
4,2019,15773,1847,17620,2,AS
5,2019,15799,1886,17685,2,AS
6,2019,15765,1863,17628,2,AS
7,2019,15976,1839,17815,3,AS
8,2019,15992,1800,17792,3,AS
9,2019,16026,1842,17868,3,AS
10,2019,16022,1858,17880,4,AS
11,2019,16048,1799,17847,4,AS
12,2019,16060,1857,17917,4,AS
1,2020,16086,1853,17939,1,AS
2,2020,16070,1841,17911,1,AS
3,2020,16062,1850,17912,1,AS
4,2020,15840,2010,17850,2,AS
5,2020,15751,2046,17797,2,AS
6,2020,15691,2050,17741,2,AS
7,2020,15631,2009,17640,3,AS
8,2020,15585,1998,17583,3,AS
9,2020,15471,2010,17481,3,AS
10,2020,14683,1964,16647,4,AS
11,2020,14748,1948,16696,4,AS
12,2020,14706,1937,16643,4,AS
1,2021,14861,1875,16736,1,AS
2,2021,14882,1852,16734,1,AS
3,2021,14851,1822,16673,1,AS
4,2021,14810,1821,16631,2,AS
5,2021,14939,1786,16725,2,AS
6,2021,14992,1778,16770,2,AS
7,2021,14993,1758,16751,3,AS
8,2021,15905,1761,17666,3,AS
9,2021,15074,1761,16835,3,AS
10,2021,15230,1737,16967,4,AS
11,2021,15287,1733,17020,4,AS
12,2021,15342,1712,17054,4,AS
1,2022,15500,1701,17201,1,AS
2,2022,15735,1686,17421,1,AS
3,2022,16027,1694,17721,1,AS
4,2022,16436,1715,18151,2,AS
5,2022,16819,1751,18570,2,AS
6,2022,17175,1737,18912,2,AS
7,2022,17549,1722,19271,3,AS
8,2022,19117,220,19337,3,AS
9,2022,17672,1763,19435,3,AS
10,2022,17804,1792,19596,4,AS
11,2022,17836,1802,19638,4,AS
12,2022,17717,1832,19549,4,AS
1,2023,17645,1870,19515,1,AS
2,2023,17745,1889,19634,1,AS
3,2023,17829,1895,19724,1,AS
4,2023,18021,1915,19936,2,AS
5,2023,18074,1913,19987,2,AS
6,2023,18200,1948,20148,2,AS
7,2023,18298,1931,20229,3,AS
8,2023,18246,1927,20173,3,AS
9,2023,18170,2001,20171,3,AS
10,2023,18197,1998,20195,4,AS
11,2023,18179,2007,20186,4,AS
12,2023,18148,1996,20144,4,AS
1,2024,18113,2036,20149,1,AS
2,2024,18065,2065,20130,1,AS
3,2024,17982,2109,20091,1,AS
4,2024,18016,2114,20130,2,AS
5,2024,18068,2164,20232,2,AS
6,2024,18186,2166,20352,2,AS
7,2024,18137,2155,20292,3,AS
8,2024,18077,2143,20220,3,AS
9,2024,18060,2171,20231,3,AS
10,2024,18053,2190,20243,4,AS
11,2024,18109,2154,20263,4,AS
12,2024,18117,2143,20260,4,AS
1,1990,65664,5457,71121,1,UA
2,1990,65839,5446,71285,1,UA
3,1990,66070,5445,71515,1,UA
4,1990,66779,5518,72297,2,UA
5,1990,67217,5675,72892,2,UA
6,1990,67924,5978,73902,2,UA
7,1990,68331,5966,74297,3,UA
8,1990,68431,5992,74423,3,UA
9,1990,68472,5714,74186,3,UA
10,1990,68640,5668,74308,4,UA
11,1990,69091,5681,74772,4,UA
12,1990,69277,5748,75025,4,UA
1,1991,69448,5657,75105,1,UA
2,1991,69460,5661,75121,1,UA
3,1991,70730,5670,76400,1,UA
4,1991,71207,5685,76892,2,UA
5,1991,72036,5835,77871,2,UA
6,1991,72936,6094,79030,2,UA
7,1991,73259,6229,79488,3,UA
8,1991,73749,6266,80015,3,UA
9,1991,73537,6159,79696,3,UA
10,1991,73780,6214,79994,4,UA
11,1991,73987,6235,80222,4,UA
12,1991,74903,6339,81242,4,UA
1,1992,74518,6345,80863,1,UA
2,1992,74660,6241,80901,1,UA
3,1992,74850,6345,81195,1,UA
4,1992,74857,6364,81221,2,UA
5,1992,75012,6510,81522,2,UA
6,1992,75759,6952,82711,2,UA
7,1992,76161,7250,83411,3,UA
8,1992,76233,7230,83463,3,UA
9,1992,75970,7100,83070,3,UA
10,1992,75718,6966,82684,4,UA
11,1992,76335,7122,83457,4,UA
12,1992,76689,7224,83913,4,UA
1,1993,75992,7062,83054,1,UA
2,1993,74760,7120,81880,1,UA
3,1993,74602,7034,81636,1,UA
4,1993,74569,7020,81589,2,UA
5,1993,74654,7296,81950,2,UA
6,1993,75133,7833,82966,2,UA
7,1993,75474,7910,83384,3,UA
8,1993,75303,7882,83185,3,UA
9,1993,74748,7611,82359,3,UA
10,1993,74249,7535,81784,4,UA
11,1993,74138,7539,81677,4,UA
12,1993,73849,7662,81511,4,UA
1,1994,72762,7361,80123,1,UA
2,1994,71144,6869,78013,1,UA
3,1994,69599,6703,76302,1,UA
4,1994,69068,6787,75855,2,UA
5,1994,68361,6791,75152,2,UA
6,1994,68307,7013,75320,2,UA
7,1994,68172,7199,75371,3,UA
8,1994,67891,7265,75156,3,UA
9,1994,67925,7079,75004,3,UA
10,1994,67565,7351,74916,4,UA
11,1994,67775,7499,75274,4,UA
12,1994,68135,7933,76068,4,UA
1,1995,68357,7734,76091,1,UA
2,1995,69112,7765,76877,1,UA
3,1995,70053,7821,77874,1,UA
4,1995,70365,7937,78302,2,UA
5,1995,71144,8021,79165,2,UA
6,1995,72198,8704,80902,2,UA
7,1995,72536,8843,81379,3,UA
8,1995,72536,8906,81442,3,UA
9,1995,72450,8686,81136,3,UA
10,1995,72280,9157,81437,4,UA
11,1995,72660,9203,81863,4,UA
12,1995,72880,9280,82160,4,UA
1,1996,73234,9250,82484,1,UA
2,1996,73417,9322,82739,1,UA
3,1996,73896,9245,83141,1,UA
4,1996,74113,9234,83347,2,UA
5,1996,74057,9972,84029,2,UA
6,1996,74361,10257,84618,2,UA
7,1996,74375,10302,84677,3,UA
8,1996,74181,10348,84529,3,UA
9,1996,74292,10238,84530,3,UA
10,1996,74493,10296,84789,4,UA
11,1996,74922,10510,85432,4,UA
12,1996,75244,10764,86008,4,UA
1,1997,75395,10794,86189,1,UA
2,1997,75387,10913,86300,1,UA
3,1997,75655,10788,86443,1,UA
4,1997,75945,10779,86724,2,UA
5,1997,76632,11161,87793,2,UA
6,1997,77563,11376,88939,2,UA
7,1997,78583,11439,90022,3,UA
8,1997,79025,11347,90372,3,UA
9,1997,79145,11179,90324,3,UA
10,1997,79508,11202,90710,4,UA
11,1997,79847,11263,91110,4,UA
12,1997,80439,11282,91721,4,UA
1,1998,80663,11406,92069,1,UA
2,1998,81021,11182,92203,1,UA
3,1998,81460,11121,92581,1,UA
4,1998,81946,11178,93124,2,UA
5,1998,82460,11182,93642,2,UA
6,1998,82684,11380,94064,2,UA
7,1998,82750,11477,94227,3,UA
8,1998,82937,11142,94079,3,UA
9,1998,83218,11052,94270,3,UA
10,1998,83388,11076,94464,4,UA
11,1998,83886,10904,94790,4,UA
12,1998,84009,10894,94903,4,UA
1,1999,84181,10815,94996,1,UA
2,1999,84319,10850,95169,1,UA
3,1999,85113,11126,96239,1,UA
4,1999,85493,11121,96614,2,UA
5,1999,86163,11269,97432,2,UA
6,1999,86841,11454,98295,2,UA
7,1999,87523,11298,98821,3,UA
8,1999,87088,11671,98759,3,UA
9,1999,87201,11689,98890,3,UA
10,1999,87791,11269,99060,4,UA
11,1999,88720,10951,99671,4,UA
12,1999,88896,11020,99916,4,UA
1,2000,88988,10822,99810,1,UA
2,2000,88701,10766,99467,1,UA
3,2000,88663,11102,99765,1,UA
4,2000,88812,11101,99913,2,UA
5,2000,88855,11488,100343,2,UA
6,2000,89668,11205,100873,2,UA
7,2000,90033,11305,101338,3,UA
8,2000,90108,11307,101415,3,UA
9,2000,90064,11389,101453,3,UA
10,2000,90492,10927,101419,4,UA
11,2000,90838,10920,101758,4,UA
12,2000,90398,11416,101814,4,UA
1,2001,90581,11291,101872,1,UA
2,2001,90763,11034,101797,1,UA
3,2001,91041,11005,102046,1,UA
4,2001,91030,10795,101825,2,UA
5,2001,91122,10614,101736,2,UA
6,2001,91956,9915,101871,2,UA
7,2001,91715,9775,101490,3,UA
8,2001,91584,9677,101261,3,UA
9,2001,91019,9633,100652,3,UA
10,2001,89067,9238,98305,4,UA
11,2001,78476,7087,85563,4,UA
12,2001,77465,6648,84113,4,UA
1,2002,77418,6559,83977,1,UA
2,2002,74763,6500,81263,1,UA
3,2002,73934,6211,80145,1,UA
4,2002,75240,6388,81628,2,UA
5,2002,76032,6545,82577,2,UA
6,2002,76288,6694,82982,2,UA
7,2002,76262,6799,83061,3,UA
8,2002,76224,6931,83155,3,UA
9,2002,75656,6930,82586,3,UA
10,2002,74847,6940,81787,4,UA
11,2002,74406,6913,81319,4,UA
12,2002,73495,6917,80412,4,UA
1,2003,71618,6494,78112,1,UA
2,2003,66080,6154,72234,1,UA
3,2003,64125,5918,70043,1,UA
4,2003,64072,5856,69928,2,UA
5,2003,62077,5779,67856,2,UA
6,2003,60436,6363,66799,2,UA
7,2003,57693,6800,64493,3,UA
8,2003,56413,6854,63267,3,UA
9,2003,56133,6952,63085,3,UA
10,2003,55225,6965,62190,4,UA
11,2003,55225,6965,62190,4,UA
12,2003,55214,6964,62178,4,UA
1,2004,55132,6916,62048,1,UA
2,2004,55147,6945,62092,1,UA
3,2004,55144,6945,62089,1,UA
4,2004,55971,6806,62777,2,UA
5,2004,55939,6773,62712,2,UA
6,2004,55858,6788,62646,2,UA
7,2004,55828,6788,62616,3,UA
8,2004,55451,6707,62158,3,UA
9,2004,55144,6691,61835,3,UA
10,2004,54979,6660,61639,4,UA
11,2004,54902,6671,61573,4,UA
12,2004,54460,6632,61092,4,UA
1,2005,53503,6802,60305,1,UA
2,2005,52591,6803,59394,1,UA
3,2005,52489,6819,59308,1,UA
4,2005,52131,6796,58927,2,UA
5,2005,51902,6677,58579,2,UA
6,2005,51301,6719,58020,2,UA
7,2005,51187,6604,57791,3,UA
8,2005,50676,6493,57169,3,UA
9,2005,50720,6392,57112,3,UA
10,2005,50476,6366,56842,4,UA
11,2005,50647,6300,56947,4,UA
12,2005,50474,6243,56717,4,UA
1,2006,50345,6172,56517,1,UA
2,2006,50244,6248,56492,1,UA
3,2006,50343,6176,56519,1,UA
4,2006,50465,6299,56764,2,UA
5,2006,50394,6317,56711,2,UA
6,2006,50039,6270,56309,2,UA
7,2006,49904,6163,56067,3,UA
8,2006,50167,5922,56089,3,UA
9,2006,50004,5799,55803,3,UA
10,2006,49492,5730,55222,4,UA
11,2006,49587,5704,55291,4,UA
12,2006,49484,5711,55195,4,UA
1,2007,49153,5720,54873,1,UA
2,2007,49061,5693,54754,1,UA
3,2007,49088,5624,54712,1,UA
4,2007,49052,5579,54631,2,UA
5,2007,48943,5643,54586,2,UA
6,2007,48950,5649,54599,2,UA
7,2007,48925,5580,54505,3,UA
8,2007,49043,5605,54648,3,UA
9,2007,49378,5516,54894,3,UA
10,2007,49562,5621,55183,4,UA
11,2007,49600,5650,55250,4,UA
12,2007,49619,5631,55250,4,UA
1,2008,49648,5640,55288,1,UA
2,2008,49632,5622,55254,1,UA
3,2008,49954,5708,55662,1,UA
4,2008,49819,5708,55527,2,UA
5,2008,49367,5650,55017,2,UA
6,2008,48789,5668,54457,2,UA
7,2008,48141,5583,53724,3,UA
8,2008,46933,5732,52665,3,UA
9,2008,44911,5650,50561,3,UA
10,2008,44363,5670,50033,4,UA
11,2008,44000,5584,49584,4,UA
12,2008,43010,5561,48571,4,UA
1,2009,43009,5491,48500,1,UA
2,2009,43024,5473,48497,1,UA
3,2009,43011,5468,48479,1,UA
4,2009,43032,5446,48478,2,UA
5,2009,42888,5464,48352,2,UA
6,2009,42539,5363,47902,2,UA
7,2009,42660,5346,48006,3,UA
8,2009,42909,5374,48283,3,UA
9,2009,41661,5380,47041,3,UA
10,2009,41434,5263,46697,4,UA
11,2009,41276,5231,46507,4,UA
12,2009,41342,5196,46538,4,UA
1,2010,41211,5151,46362,1,UA
2,2010,41107,5179,46286,1,UA
3,2010,41160,5155,46315,1,UA
4,2010,41044,5271,46315,2,UA
5,2010,40988,5266,46254,2,UA
6,2010,40944,5306,46250,2,UA
7,2010,41007,5291,46298,3,UA
8,2010,40955,5280,46235,3,UA
9,2010,40895,5318,46213,3,UA
10,2010,40907,5333,46240,4,UA
11,2010,40955,5307,46262,4,UA
12,2010,40955,5307,46262,4,UA
1,2011,40994,5306,46300,1,UA
2,2011,40919,5365,46284,1,UA
3,2011,40928,5312,46240,1,UA
4,2011,40826,5309,46135,2,UA
5,2011,41029,5296,46325,2,UA
6,2011,40522,5259,45781,2,UA
7,2011,40598,5257,45855,3,UA
8,2011,40665,5139,45804,3,UA
9,2011,40801,5057,45858,3,UA
10,2011,41087,5069,46156,4,UA
11,2011,41242,5038,46280,4,UA
12,2011,41410,5080,46490,4,UA
1,2012,75505,11694,87199,1,UA
2,2012,75946,11494,87440,1,UA
3,2012,76442,11370,87812,1,UA
4,2012,76654,11292,87946,2,UA
5,2012,76803,11369,88172,2,UA
6,2012,76892,11346,88238,2,UA
7,2012,76992,11250,88242,3,UA
8,2012,76273,11345,87618,3,UA
9,2012,76436,11401,87837,3,UA
10,2012,76514,11595,88109,4,UA
11,2012,76578,11605,88183,4,UA
12,2012,76581,11604,88185,4,UA
1,2013,76420,11577,87997,1,UA
2,2013,76383,11661,88044,1,UA
3,2013,76530,11709,88239,1,UA
4,2013,76527,11838,88365,2,UA
5,2013,76646,11884,88530,2,UA
6,2013,76551,11893,88444,2,UA
7,2013,76511,11976,88487,3,UA
8,2013,76118,11928,88046,3,UA
9,2013,76032,12100,88132,3,UA
10,2013,76131,12020,88151,4,UA
11,2013,75981,11798,87779,4,UA
12,2013,75554,11628,87182,4,UA
1,2014,75554,11628,87182,1,UA
2,2014,74760,11868,86628,1,UA
3,2014,74779,11830,86609,1,UA
4,2014,74448,11898,86346,2,UA
5,2014,74537,11925,86462,2,UA
6,2014,74162,11667,85829,2,UA
7,2014,74018,11563,85581,3,UA
8,2014,73540,11445,84985,3,UA
9,2014,73363,11401,84764,3,UA
10,2014,72792,11312,84104,4,UA
11,2014,73284,11212,84496,4,UA
12,2014,73254,11161,84415,4,UA
1,2015,72837,11127,83964,1,UA
2,2015,72829,11101,83930,1,UA
3,2015,73133,11099,84232,1,UA
4,2015,73282,11026,84308,2,UA
5,2015,73288,10744,84032,2,UA
6,2015,73486,10573,84059,2,UA
7,2015,73512,10450,83962,3,UA
8,2015,73561,10469,84030,3,UA
9,2015,73106,10587,83693,3,UA
10,2015,73161,10629,83790,4,UA
11,2015,73468,10740,84208,4,UA
12,2015,73578,10559,84137,4,UA
1,2016,73658,10817,84475,1,UA
2,2016,73942,10885,84827,1,UA
3,2016,74637,10879,85516,1,UA
4,2016,74900,10907,85807,2,UA
5,2016,75402,10773,86175,2,UA
6,2016,75849,10693,86542,2,UA
7,2016,76213,10799,87012,3,UA
